OBJECTID,COUNTRY,XCOORD,YCOORD
202,Gambia,-13.792937,13.436279
202,Gambia,-14.355808,13.231316
202,Gambia,-15.094405,13.600216
202,Gambia,-15.287185,13.372936
202,Gambia,-15.806064,13.348732
202,Gambia,-15.805716,13.169174
202,Gambia,-16.771915,13.078523
202,Gambia,-16.813187,13.338421
202,Gambia,-16.667307,13.489376
202,Gambia,-16.586271,13.317822
202,Gambia,-16.389375,13.212583
202,Gambia,-16.07773,13.249192
202,Gambia,-16.207373,13.252327
202,Gambia,-16.146514,13.434799
202,Gambia,-15.350259,13.434797
202,Gambia,-15.307353,13.454706
202,Gambia,-15.299851,13.490095
202,Gambia,-15.36353,13.642187
202,Gambia,-15.366481,13.441994
202,Gambia,-16.088811,13.441621
202,Gambia,-16.136174,13.492049
202,Gambia,-16.08998,13.511058
202,Gambia,-16.086739,13.527228
202,Gambia,-16.106132,13.53063
202,Gambia,-16.088954,13.563675
202,Gambia,-16.613005,13.39144
202,Gambia,-16.612533,13.392807
202,Gambia,-16.610067,13.387958
202,Gambia,-16.613005,13.39144
202,Gambia,-16.088954,13.563675
202,Gambia,-16.093994,13.570769
202,Gambia,-16.097912,13.57123
202,Gambia,-16.100384,13.569337
202,Gambia,-16.106992,13.529993
202,Gambia,-16.104386,13.526003
202,Gambia,-16.088379,13.526337
202,Gambia,-16.089508,13.516328
202,Gambia,-16.135501,13.496416
202,Gambia,-16.137392,13.490705
202,Gambia,-16.130806,13.469022
202,Gambia,-16.310034,13.337541
202,Gambia,-16.548996,13.486282
202,Gambia,-16.545058,13.591287
202,Gambia,-16.50708,13.550293
202,Gambia,-16.507435,13.59171
202,Gambia,-16.085809,13.593499
202,Gambia,-16.090839,13.591417
202,Gambia,-16.091797,13.589658
202,Gambia,-16.088954,13.563675
203,Gambia,-15.348152,13.438276
203,Gambia,-15.34667,13.460933
203,Gambia,-15.306262,13.473947
203,Gambia,-15.311874,13.454269
203,Gambia,-15.348152,13.438276
203,Gambia,-16.609091,13.42247
203,Gambia,-16.610989,13.428426
203,Gambia,-16.606323,13.435249
203,Gambia,-16.605637,13.426791
203,Gambia,-16.609091,13.42247
204,Gambia,-16.603007,13.467686
204,Gambia,-16.606127,13.470618
204,Gambia,-16.611474,13.472814
204,Gambia,-16.602478,13.471288
204,Gambia,-16.603007,13.467686
204,Gambia,-16.814358,13.386055
204,Gambia,-16.816976,13.385209
204,Gambia,-16.81482,13.38795
204,Gambia,-16.814358,13.386055
204,Gambia,-16.508164,13.365222
204,Gambia,-16.509127,13.36317
204,Gambia,-16.510654,13.363386
204,Gambia,-16.510079,13.364404
204,Gambia,-16.508164,13.365222
212,Ghana,0.710742,5.795915
212,Ghana,0.679504,5.782929
212,Ghana,0.642204,5.926469
212,Ghana,0.580093,6.008062
212,Ghana,0.509125,6.058197
212,Ghana,0.445068,6.084427
212,Ghana,0.419128,6.086212
212,Ghana,0.403595,6.081726
212,Ghana,0.394822,6.075495
212,Ghana,0.387919,6.048322
212,Ghana,0.356262,6.04779
212,Ghana,0.263587,6.105697
212,Ghana,0.128065,6.122304
212,Ghana,0.371316,6.038298
212,Ghana,0.514388,6.049372
212,Ghana,0.661899,5.77194
212,Ghana,0.07198,5.7248
212,Ghana,-2.054561,4.739725
212,Ghana,-3.112292,5.092288
212,Ghana,-2.756667,5.10169
212,Ghana,-2.725107,5.392399
212,Ghana,-2.783518,5.626717
212,Ghana,-3.026367,5.708008
212,Ghana,-3.228908,6.823883
212,Ghana,-2.955939,7.233017
212,Ghana,-2.78054,7.950196
212,Ghana,-2.496288,8.212632
212,Ghana,-2.618071,8.919611
212,Ghana,-2.77963,9.058828
212,Ghana,-2.657514,9.251776
212,Ghana,-2.773141,10.420275
212,Ghana,-2.941013,10.615561
212,Ghana,-2.833166,11.005134
212,Ghana,-0.613486,10.912857
212,Ghana,-0.274733,11.175842
212,Ghana,-0.004624,11.104431
212,Ghana,-0.059504,10.632105
212,Ghana,0.398584,10.310755
212,Ghana,0.383885,9.591236
212,Ghana,0.229123,9.462748
212,Ghana,0.5625,9.402344
212,Ghana,0.521606,8.857899
212,Ghana,0.373965,8.753529
212,Ghana,0.729492,8.333008
212,Ghana,0.585922,8.195114
212,Ghana,0.505712,7.462764
212,Ghana,0.658203,7.311523
212,Ghana,0.534712,6.8312
212,Ghana,0.749023,6.442383
212,Ghana,1.200586,6.164103
212,Ghana,0.870876,5.981312
212,Ghana,0.942155,5.796973
212,Ghana,0.710742,5.795915
212,Ghana,-1.617593,5.087765
212,Ghana,-1.614807,5.048579
212,Ghana,-1.612219,5.056517
212,Ghana,-1.615499,5.063808
212,Ghana,-1.617593,5.087765
213,Ghana,0.654426,5.782454
213,Ghana,0.631836,5.792313
213,Ghana,0.630732,5.834079
213,Ghana,0.640909,5.80267
213,Ghana,0.654426,5.782454
213,Ghana,0.455693,5.837382
213,Ghana,0.467152,5.826778
213,Ghana,0.436593,5.814699
213,Ghana,0.436073,5.83444
213,Ghana,0.455693,5.837382
213,Ghana,0.545762,6.02262
213,Ghana,0.533725,6.019057
213,Ghana,0.528006,6.034672
213,Ghana,0.537265,6.032216
213,Ghana,0.545762,6.02262
213,Ghana,0.653752,5.81208
213,Ghana,0.663738,5.790039
213,Ghana,0.662911,5.785608
213,Ghana,0.647118,5.80357
213,Ghana,0.653752,5.81208
213,Ghana,0.285872,6.084508
213,Ghana,0.268372,6.096619
213,Ghana,0.254394,6.102292
213,Ghana,0.264465,6.104462
213,Ghana,0.285872,6.084508
213,Ghana,0.945517,5.875372
213,Ghana,0.932806,5.871383
213,Ghana,0.926575,5.875293
213,Ghana,0.940412,5.883679
213,Ghana,0.945517,5.875372
213,Ghana,0.936023,5.989558
213,Ghana,0.952798,5.987138
213,Ghana,0.952426,5.98362
213,Ghana,0.928233,5.988933
213,Ghana,0.936023,5.989558
213,Ghana,0.981575,6.002391
213,Ghana,0.983802,5.999872
213,Ghana,0.997048,6.001889
213,Ghana,0.984345,5.99809
213,Ghana,0.969914,6.003102
213,Ghana,0.981575,6.002391
213,Ghana,0.647241,5.810766
213,Ghana,0.645213,5.809879
213,Ghana,0.644882,5.800009
213,Ghana,0.641023,5.818232
213,Ghana,0.647241,5.810766
213,Ghana,0.45207,5.842941
213,Ghana,0.46633,5.840671
213,Ghana,0.471815,5.832711
213,Ghana,0.456346,5.838286
213,Ghana,0.45207,5.842941
214,Ghana,0.665223,5.778735
214,Ghana,0.662026,5.777712
214,Ghana,0.65795,5.785068
214,Ghana,0.660998,5.784932
214,Ghana,0.665223,5.778735
214,Ghana,0.969634,5.997961
214,Ghana,0.963526,5.998272
214,Ghana,0.96127,6.002651
214,Ghana,0.968414,6.001633
214,Ghana,0.969634,5.997961
214,Ghana,0.904853,5.913648
214,Ghana,0.898876,5.911626
214,Ghana,0.896626,5.912896
214,Ghana,0.904762,5.917502
214,Ghana,0.904853,5.913648
214,Ghana,0.639178,5.913309
214,Ghana,0.634979,5.914642
214,Ghana,0.63245,5.920584
214,Ghana,0.637624,5.918482
214,Ghana,0.639178,5.913309
214,Ghana,0.873831,5.957646
214,Ghana,0.868353,5.955369
214,Ghana,0.866938,5.959598
214,Ghana,0.868598,5.960625
214,Ghana,0.873831,5.957646
214,Ghana,0.882684,5.902491
214,Ghana,0.88678,5.903363
214,Ghana,0.889155,5.905415
214,Ghana,0.88717,5.901629
214,Ghana,0.879684,5.902543
214,Ghana,0.882684,5.902491
214,Ghana,0.46757,5.807993
214,Ghana,0.464523,5.807172
214,Ghana,0.464657,5.815443
214,Ghana,0.468019,5.812917
214,Ghana,0.46757,5.807993
214,Ghana,0.641029,5.925686
214,Ghana,0.640754,5.922121
214,Ghana,0.636691,5.930179
214,Ghana,0.640142,5.92843
214,Ghana,0.641029,5.925686
214,Ghana,0.462753,5.821457
214,Ghana,0.465953,5.819825
214,Ghana,0.466364,5.817199
214,Ghana,0.460117,5.819639
214,Ghana,0.462753,5.821457
214,Ghana,0.461067,5.816296
214,Ghana,0.456854,5.81594
214,Ghana,0.454041,5.817902
214,Ghana,0.458279,5.818968
214,Ghana,0.461067,5.816296
214,Ghana,0.288698,6.084431
214,Ghana,0.287371,6.083354
214,Ghana,0.285344,6.090499
214,Ghana,0.288299,6.088486
214,Ghana,0.288698,6.084431
214,Ghana,0.631742,5.92326
214,Ghana,0.626334,5.926423
214,Ghana,0.626308,5.92899
214,Ghana,0.627648,5.929664
214,Ghana,0.631742,5.92326
214,Ghana,0.97758,5.987721
214,Ghana,0.975839,5.987241
214,Ghana,0.971207,5.988979
214,Ghana,0.97746,5.98987
214,Ghana,0.97758,5.987721
214,Ghana,0.686006,5.779521
214,Ghana,0.684078,5.778133
214,Ghana,0.679941,5.778153
214,Ghana,0.683777,5.780731
214,Ghana,0.686006,5.779521
214,Ghana,0.453143,5.81017
214,Ghana,0.450914,5.807883
214,Ghana,0.449459,5.809672
214,Ghana,0.451517,5.812564
214,Ghana,0.453143,5.81017
214,Ghana,0.424594,5.844866
214,Ghana,0.427666,5.841899
214,Ghana,0.422512,5.843231
214,Ghana,0.424594,5.844866
214,Ghana,0.940737,5.989227
214,Ghana,0.937366,5.989419
214,Ghana,0.936821,5.990596
214,Ghana,0.940603,5.990863
214,Ghana,0.940737,5.989227
214,Ghana,0.977171,6.010668
214,Ghana,0.974476,6.011089
214,Ghana,0.980304,6.011243
214,Ghana,0.977171,6.010668
214,Ghana,0.627395,5.796672
214,Ghana,0.625623,5.794932
214,Ghana,0.624998,5.798884
214,Ghana,0.625423,5.798685
214,Ghana,0.627395,5.796672
214,Ghana,0.52841,5.784789
214,Ghana,0.527161,5.782837
214,Ghana,0.524435,5.784152
214,Ghana,0.525818,5.785461
214,Ghana,0.52841,5.784789
214,Ghana,0.926414,6.00183
214,Ghana,0.925622,6.004883
214,Ghana,0.926894,6.006201
214,Ghana,0.927806,6.005177
214,Ghana,0.926414,6.00183
214,Ghana,0.560954,5.840406
214,Ghana,0.560606,5.839233
214,Ghana,0.557275,5.84255
214,Ghana,0.560236,5.841698
214,Ghana,0.560954,5.840406
214,Ghana,0.897479,5.829232
214,Ghana,0.89397,5.82843
214,Ghana,0.893055,5.829286
214,Ghana,0.89595,5.830539
214,Ghana,0.897479,5.829232
214,Ghana,0.892529,5.827743
214,Ghana,0.891023,5.824903
214,Ghana,0.889306,5.82642
214,Ghana,0.891513,5.828188
214,Ghana,0.892529,5.827743
214,Ghana,0.951634,6.001485
214,Ghana,0.95022,6.000803
214,Ghana,0.94891,6.002093
214,Ghana,0.950037,6.003735
214,Ghana,0.951634,6.001485
214,Ghana,0.436948,5.836639
214,Ghana,0.436436,5.835689
214,Ghana,0.433706,5.838588
214,Ghana,0.436476,5.838582
214,Ghana,0.436948,5.836639
214,Ghana,-1.735532,4.886675
214,Ghana,-1.736319,4.885963
214,Ghana,-1.740093,4.886356
214,Ghana,-1.738827,4.887595
214,Ghana,-1.735532,4.886675
214,Ghana,0.904376,5.925237
214,Ghana,0.90424,5.922994
214,Ghana,0.901389,5.923464
214,Ghana,0.902351,5.924834
214,Ghana,0.904376,5.925237
214,Ghana,0.89922,5.921986
214,Ghana,0.895883,5.920528
214,Ghana,0.896187,5.922139
214,Ghana,0.89922,5.921986
214,Ghana,0.660878,5.810707
214,Ghana,0.661387,5.807687
214,Ghana,0.658578,5.811546
214,Ghana,0.660878,5.810707
214,Ghana,0.648073,5.883573
214,Ghana,0.64592,5.882519
214,Ghana,0.645724,5.884256
214,Ghana,0.647228,5.885226
214,Ghana,0.648073,5.883573
214,Ghana,-2.034402,4.753753
214,Ghana,-2.035785,4.751117
214,Ghana,-2.036308,4.753399
214,Ghana,-2.034402,4.753753
214,Ghana,0.454585,5.807235
214,Ghana,0.452328,5.806697
214,Ghana,0.453688,5.808246
214,Ghana,0.454585,5.807235
214,Ghana,-0.649763,5.327953
214,Ghana,-0.650592,5.327189
214,Ghana,-0.651826,5.327255
214,Ghana,-0.650436,5.32876
214,Ghana,-0.649763,5.327953
214,Ghana,0.628703,5.794278
214,Ghana,0.63012,5.792124
214,Ghana,0.62819,5.793362
214,Ghana,0.628703,5.794278
214,Ghana,0.292345,6.073787
214,Ghana,0.291854,6.070998
214,Ghana,0.291305,6.072826
214,Ghana,0.292345,6.073787
233,Guinea,-14.56073,10.520285
233,Guinea,-14.562865,10.521711
233,Guinea,-14.565579,10.520156
233,Guinea,-14.579103,10.508706
233,Guinea,-14.603502,10.505641
233,Guinea,-14.623677,10.473758
233,Guinea,-14.662178,10.464162
233,Guinea,-14.518333,10.585899
233,Guinea,-14.607195,10.705295
233,Guinea,-14.596539,10.708412
233,Guinea,-14.590428,10.688422
233,Guinea,-14.566565,10.684151
233,Guinea,-14.550329,10.70679
233,Guinea,-14.591639,10.715134
233,Guinea,-14.530239,10.781307
233,Guinea,-14.550866,10.783699
233,Guinea,-14.506206,10.841002
233,Guinea,-14.514481,10.875153
233,Guinea,-14.458249,10.861102
233,Guinea,-14.442109,10.889862
233,Guinea,-14.429987,10.882746
233,Guinea,-14.414062,10.883371
233,Guinea,-14.395416,10.888444
233,Guinea,-14.385973,10.900301
233,Guinea,-14.378236,10.874702
233,Guinea,-14.370406,10.868949
233,Guinea,-14.36767,10.869714
233,Guinea,-14.359723,10.892177
233,Guinea,-14.371151,10.870044
233,Guinea,-14.384948,10.903708
233,Guinea,-14.514964,10.882335
233,Guinea,-14.542491,10.82854
233,Guinea,-14.632607,10.871613
233,Guinea,-14.746747,10.696179
233,Guinea,-14.658464,10.894064
233,Guinea,-14.80497,10.820344
233,Guinea,-14.815811,10.928848
233,Guinea,-14.63926,11.017439
233,Guinea,-14.656036,11.184753
233,Guinea,-14.661728,11.189396
233,Guinea,-14.675674,11.191368
233,Guinea,-14.729425,11.176977
233,Guinea,-14.733254,11.197104
233,Guinea,-14.740019,11.206293
233,Guinea,-14.709958,11.239945
233,Guinea,-14.693559,11.301845
233,Guinea,-14.74172,11.207178
233,Guinea,-14.67812,11.042024
233,Guinea,-14.869194,10.96041
233,Guinea,-14.913158,11.079299
233,Guinea,-14.658762,11.507492
233,Guinea,-13.705181,11.702156
233,Guinea,-13.702556,12.013035
233,Guinea,-13.958224,12.179718
233,Guinea,-13.658666,12.32357
233,Guinea,-13.713379,12.676758
233,Guinea,-13.063969,12.643697
233,Guinea,-13.058516,12.482057
233,Guinea,-12.877793,12.550507
233,Guinea,-12.357912,12.307155
233,Guinea,-11.476768,12.45163
233,Guinea,-11.365199,12.394896
233,Guinea,-11.497242,12.183924
233,Guinea,-11.305607,12.020416
233,Guinea,-10.936685,12.230187
233,Guinea,-10.664397,11.896305
233,Guinea,-10.340041,12.226453
233,Guinea,-9.694894,12.023335
233,Guinea,-9.3181,12.280912
233,Guinea,-9.406081,12.463903
233,Guinea,-9.158234,12.488022
233,Guinea,-8.770564,11.976986
233,Guinea,-8.852048,11.656323
233,Guinea,-8.369409,11.380309
233,Guinea,-8.671457,10.95912
233,Guinea,-8.290584,11.023579
233,Guinea,-8.326064,10.593052
233,Guinea,-7.947895,10.252304
233,Guinea,-8.163638,9.948528
233,Guinea,-8.143531,9.549244
233,Guinea,-7.717202,9.070818
233,Guinea,-7.973066,8.830605
233,Guinea,-7.689633,8.648129
233,Guinea,-7.636704,8.379929
233,Guinea,-8.189625,8.50462
233,Guinea,-8.241506,8.236141
233,Guinea,-7.979601,8.197432
233,Guinea,-7.943095,8.017573
233,Guinea,-8.079726,8.003197
233,Guinea,-8.185052,7.562027
233,Guinea,-8.669974,7.697897
233,Guinea,-8.845484,7.267113
233,Guinea,-9.108678,7.190208
233,Guinea,-9.289796,7.425857
233,Guinea,-9.484289,7.362557
233,Guinea,-9.347264,7.751219
233,Guinea,-9.478369,8.373299
233,Guinea,-9.769841,8.551874
233,Guinea,-10.051577,8.426943
233,Guinea,-10.119407,8.53466
233,Guinea,-10.701316,8.279926
233,Guinea,-10.464379,8.672129
233,Guinea,-10.571024,9.057198
233,Guinea,-10.73237,9.085865
233,Guinea,-10.663863,9.307652
233,Guinea,-11.212491,9.999447
233,Guinea,-12.442951,9.875507
233,Guinea,-12.786454,9.302158
233,Guinea,-13.07874,9.050331
233,Guinea,-13.302131,9.037655
233,Guinea,-13.10672,9.139175
233,Guinea,-13.258152,9.169922
233,Guinea,-13.224811,9.275218
233,Guinea,-13.197443,9.259848
233,Guinea,-13.160314,9.264022
233,Guinea,-13.139891,9.30033
233,Guinea,-13.145206,9.3008
233,Guinea,-13.225598,9.278721
233,Guinea,-13.275306,9.155491
233,Guinea,-13.31559,9.155175
233,Guinea,-13.324261,9.321245
233,Guinea,-13.31606,9.326666
233,Guinea,-13.297945,9.300327
233,Guinea,-13.270908,9.291656
233,Guinea,-13.217151,9.355075
233,Guinea,-13.213594,9.383006
233,Guinea,-13.207799,9.368994
233,Guinea,-13.178215,9.36872
233,Guinea,-13.173111,9.374832
233,Guinea,-13.178502,9.409849
233,Guinea,-13.171193,9.41126
233,Guinea,-13.172132,9.401391
233,Guinea,-13.170262,9.399035
233,Guinea,-13.152884,9.385743
233,Guinea,-13.14487,9.385912
233,Guinea,-13.139113,9.39563
233,Guinea,-13.143448,9.419058
233,Guinea,-13.120222,9.413599
233,Guinea,-13.115365,9.425506
233,Guinea,-13.096252,9.430134
233,Guinea,-13.094228,9.437677
233,Guinea,-13.180134,9.410053
233,Guinea,-13.175168,9.372748
233,Guinea,-13.215304,9.383821
233,Guinea,-13.288383,9.299171
233,Guinea,-13.308709,9.33242
233,Guinea,-13.283495,9.353231
233,Guinea,-13.273606,9.371541
233,Guinea,-13.273324,9.384889
233,Guinea,-13.261694,9.385333
233,Guinea,-13.256186,9.391543
233,Guinea,-13.265312,9.408382
233,Guinea,-13.285473,9.415872
233,Guinea,-13.281946,9.42524
233,Guinea,-13.278662,9.417853
233,Guinea,-13.274791,9.417239
233,Guinea,-13.256502,9.433628
233,Guinea,-13.260201,9.449105
233,Guinea,-13.25818,9.433999
233,Guinea,-13.275302,9.418359
233,Guinea,-13.281797,9.42713
233,Guinea,-13.287449,9.418387
233,Guinea,-13.28229,9.410203
233,Guinea,-13.265386,9.406516
233,Guinea,-13.25943,9.391022
233,Guinea,-13.273956,9.388475
233,Guinea,-13.28473,9.357331
233,Guinea,-13.346566,9.334246
233,Guinea,-13.348525,9.281655
233,Guinea,-13.411804,9.278258
233,Guinea,-13.42529,9.359991
233,Guinea,-13.390322,9.397263
233,Guinea,-13.384064,9.47204
233,Guinea,-13.411662,9.50197
233,Guinea,-13.388184,9.535585
233,Guinea,-13.385745,9.546247
233,Guinea,-13.39324,9.557785
233,Guinea,-13.387722,9.561223
233,Guinea,-13.394081,9.557325
233,Guinea,-13.389221,9.538437
233,Guinea,-13.415176,9.500123
233,Guinea,-13.394759,9.436863
233,Guinea,-13.403322,9.413062
233,Guinea,-13.431432,9.403489
233,Guinea,-13.507353,9.448245
233,Guinea,-13.473422,9.57253
233,Guinea,-13.51892,9.630367
233,Guinea,-13.52392,9.495678
233,Guinea,-13.588993,9.555878
233,Guinea,-13.550114,9.5487
233,Guinea,-13.577103,9.577515
233,Guinea,-13.558517,9.580246
233,Guinea,-13.547209,9.596277
233,Guinea,-13.566186,9.603758
233,Guinea,-13.715946,9.501239
233,Guinea,-13.51317,9.806753
233,Guinea,-13.653271,9.829074
233,Guinea,-13.627113,9.903115
233,Guinea,-13.690676,9.954943
233,Guinea,-13.67253,9.968617
233,Guinea,-13.668775,9.991086
233,Guinea,-13.656158,9.994289
233,Guinea,-13.648346,9.999195
233,Guinea,-13.652194,10.014203
233,Guinea,-13.666534,10.019669
233,Guinea,-13.656063,10.046747
233,Guinea,-13.671406,10.081259
233,Guinea,-13.818409,9.844878
233,Guinea,-14.047122,10.067942
233,Guinea,-14.024429,10.10553
233,Guinea,-13.973933,10.04384
233,Guinea,-13.944952,10.02183
233,Guinea,-13.93974,10.024399
233,Guinea,-13.933328,10.035884
233,Guinea,-13.933855,10.041442
233,Guinea,-13.930401,10.040983
233,Guinea,-13.926865,10.020447
233,Guinea,-13.923163,10.018205
233,Guinea,-13.918818,10.019411
233,Guinea,-13.980599,10.279396
233,Guinea,-14.05777,10.147413
233,Guinea,-14.199094,10.272143
233,Guinea,-14.454277,10.206705
233,Guinea,-14.56073,10.520285
233,Guinea,-14.923287,11.049892
233,Guinea,-14.895837,11.00019
233,Guinea,-14.916798,10.952137
233,Guinea,-14.960069,10.98491
233,Guinea,-14.923287,11.049892
235,Guinea,-14.591593,10.501487
235,Guinea,-14.598671,10.500164
235,Guinea,-14.599062,10.504318
235,Guinea,-14.593448,10.507296
235,Guinea,-14.591593,10.501487
235,Guinea,-14.951948,10.842737
235,Guinea,-14.947713,10.840198
235,Guinea,-14.949283,10.834265
235,Guinea,-14.9547,10.841063
235,Guinea,-14.951948,10.842737
235,Guinea,-13.177592,9.174496
235,Guinea,-13.180624,9.171755
235,Guinea,-13.187073,9.175758
235,Guinea,-13.18378,9.176031
235,Guinea,-13.177592,9.174496
235,Guinea,-14.573484,10.760433
235,Guinea,-14.575211,10.763264
235,Guinea,-14.57176,10.771565
235,Guinea,-14.572646,10.763576
235,Guinea,-14.573484,10.760433
235,Guinea,-13.766804,9.432558
235,Guinea,-13.769158,9.431761
235,Guinea,-13.75928,9.439418
235,Guinea,-13.764849,9.432791
235,Guinea,-13.766804,9.432558
235,Guinea,-13.698053,9.731701
235,Guinea,-13.701983,9.730884
235,Guinea,-13.700691,9.736633
235,Guinea,-13.698367,9.736193
235,Guinea,-13.698053,9.731701
235,Guinea,-14.713053,11.013981
235,Guinea,-14.714924,11.013029
235,Guinea,-14.717541,11.016125
235,Guinea,-14.712055,11.01721
235,Guinea,-14.713053,11.013981
235,Guinea,-13.271149,9.294781
235,Guinea,-13.275109,9.294561
235,Guinea,-13.276279,9.296701
235,Guinea,-13.271583,9.299324
235,Guinea,-13.271149,9.294781
235,Guinea,-14.047487,10.123983
235,Guinea,-14.050428,10.125979
235,Guinea,-14.046899,10.129988
235,Guinea,-14.046127,10.126953
235,Guinea,-14.047487,10.123983
235,Guinea,-13.440189,9.270018
235,Guinea,-13.443033,9.269782
235,Guinea,-13.441391,9.273763
235,Guinea,-13.437828,9.272455
235,Guinea,-13.440189,9.270018
235,Guinea,-13.324197,9.180175
235,Guinea,-13.324454,9.175525
235,Guinea,-13.326741,9.181986
235,Guinea,-13.324197,9.180175
235,Guinea,-13.728058,9.864731
235,Guinea,-13.753906,9.854111
235,Guinea,-13.751572,9.855804
235,Guinea,-13.728058,9.864731
235,Guinea,-14.470671,10.275434
235,Guinea,-14.472052,10.277788
235,Guinea,-14.468887,10.280369
235,Guinea,-14.468994,10.278298
235,Guinea,-14.470671,10.275434
235,Guinea,-13.443738,9.406949
235,Guinea,-13.447439,9.404708
235,Guinea,-13.450389,9.405532
235,Guinea,-13.445922,9.40745
235,Guinea,-13.443738,9.406949
235,Guinea,-14.965291,10.869206
235,Guinea,-14.966048,10.867506
235,Guinea,-14.966858,10.871222
235,Guinea,-14.966325,10.87081
235,Guinea,-14.965291,10.869206
235,Guinea,-13.992933,10.20953
235,Guinea,-13.994395,10.209207
235,Guinea,-13.99466,10.211363
235,Guinea,-13.992263,10.211191
235,Guinea,-13.992933,10.20953
235,Guinea,-14.588915,10.505699
235,Guinea,-14.590056,10.505391
235,Guinea,-14.591746,10.50812
235,Guinea,-14.588727,10.506935
235,Guinea,-14.588915,10.505699
235,Guinea,-13.663154,10.063632
235,Guinea,-13.662837,10.061541
235,Guinea,-13.664978,10.063675
235,Guinea,-13.663154,10.063632
235,Guinea,-13.936868,9.995891
235,Guinea,-13.938453,9.994221
235,Guinea,-13.937634,9.997614
235,Guinea,-13.936868,9.995891
235,Guinea,-14.712375,11.021544
235,Guinea,-14.714485,11.02022
235,Guinea,-14.714097,11.021931
235,Guinea,-14.712375,11.021544
235,Guinea,-14.967146,10.857276
235,Guinea,-14.967344,10.856547
235,Guinea,-14.969516,10.857783
235,Guinea,-14.968395,10.85822
235,Guinea,-14.967146,10.857276
235,Guinea,-13.924352,10.012145
235,Guinea,-13.923434,10.011348
235,Guinea,-13.926195,10.011647
235,Guinea,-13.92494,10.012494
235,Guinea,-13.924352,10.012145
235,Guinea,-14.857734,11.098783
235,Guinea,-14.858149,11.097765
235,Guinea,-14.859279,11.100523
235,Guinea,-14.857734,11.098783
236,Guinea-Bissau,-15.368176,11.497931
236,Guinea-Bissau,-15.395457,11.528824
236,Guinea-Bissau,-15.334926,11.561923
236,Guinea-Bissau,-15.292989,11.562165
236,Guinea-Bissau,-15.288068,11.53714
236,Guinea-Bissau,-15.276652,11.534746
236,Guinea-Bissau,-15.294207,11.607195
236,Guinea-Bissau,-15.24847,11.551708
236,Guinea-Bissau,-15.223982,11.556229
236,Guinea-Bissau,-15.277978,11.621441
236,Guinea-Bissau,-15.105738,11.533502
236,Guinea-Bissau,-14.973555,11.587803
236,Guinea-Bissau,-15.257591,11.632427
236,Guinea-Bissau,-15.172304,11.697097
236,Guinea-Bissau,-15.153945,11.747703
236,Guinea-Bissau,-15.204342,11.772423
236,Guinea-Bissau,-15.425361,11.541801
236,Guinea-Bissau,-15.512803,11.779185
236,Guinea-Bissau,-15.378504,11.887545
236,Guinea-Bissau,-15.165823,11.876146
236,Guinea-Bissau,-15.045086,11.956737
236,Guinea-Bissau,-15.048157,11.797638
236,Guinea-Bissau,-14.86078,11.691115
236,Guinea-Bissau,-15.039997,11.832596
236,Guinea-Bissau,-15.00683,11.950458
236,Guinea-Bissau,-14.992155,11.963827
236,Guinea-Bissau,-14.961962,11.958868
236,Guinea-Bissau,-14.94501,11.969219
236,Guinea-Bissau,-14.940623,11.976902
236,Guinea-Bissau,-14.940123,11.988142
236,Guinea-Bissau,-14.957306,12.010033
236,Guinea-Bissau,-14.950246,12.024526
236,Guinea-Bissau,-14.9292,12.023375
236,Guinea-Bissau,-14.927076,12.025068
236,Guinea-Bissau,-14.929138,12.0295
236,Guinea-Bissau,-15.405031,11.962854
236,Guinea-Bissau,-15.805524,11.743438
236,Guinea-Bissau,-15.6745,11.857868
236,Guinea-Bissau,-15.858556,11.76206
236,Guinea-Bissau,-15.846371,11.88388
236,Guinea-Bissau,-15.950027,11.734028
236,Guinea-Bissau,-15.838711,11.982943
236,Guinea-Bissau,-15.719565,11.925281
236,Guinea-Bissau,-15.673765,12.025874
236,Guinea-Bissau,-15.624006,11.986788
236,Guinea-Bissau,-15.528551,11.998916
236,Guinea-Bissau,-15.520921,12.006277
236,Guinea-Bissau,-15.519959,12.019709
236,Guinea-Bissau,-15.466538,12.025195
236,Guinea-Bissau,-15.423119,12.068107
236,Guinea-Bissau,-15.45242,12.064997
236,Guinea-Bissau,-15.460972,12.0321
236,Guinea-Bissau,-15.51422,12.025252
236,Guinea-Bissau,-15.522896,12.020384
236,Guinea-Bissau,-15.528415,12.002118
236,Guinea-Bissau,-15.66831,12.031891
236,Guinea-Bissau,-15.747788,11.977464
236,Guinea-Bissau,-15.776468,12.08626
236,Guinea-Bissau,-15.917449,11.967974
236,Guinea-Bissau,-15.998675,12.083957
236,Guinea-Bissau,-15.927235,11.953125
236,Guinea-Bissau,-16.101807,11.875473
236,Guinea-Bissau,-16.322357,12.16088
236,Guinea-Bissau,-16.241372,12.155716
236,Guinea-Bissau,-16.090703,12.333504
236,Guinea-Bissau,-15.802945,12.216511
236,Guinea-Bissau,-15.725975,12.252052
236,Guinea-Bissau,-15.71849,12.266057
236,Guinea-Bissau,-15.720934,12.276385
236,Guinea-Bissau,-15.742907,12.279316
236,Guinea-Bissau,-15.723687,12.307266
236,Guinea-Bissau,-15.711899,12.306977
236,Guinea-Bissau,-15.712701,12.29647
236,Guinea-Bissau,-15.710981,12.292618
236,Guinea-Bissau,-15.70307,12.288836
